Temperature,Humidity,MQ135_PPM,Heart_Rate,SpO2,GPS_Lat,GPS_Lon,Risk_Level
25.4,49.0,18.5,86,99,23.796666,86.429721,0
30.3,67.5,122.8,101,93,23.796383,86.430104,1
48.9,100.2,481.8,176,81,23.794902,86.43009,3
29.1,67.2,82.7,108,93,23.795434,86.431277,1
27.3,44.8,36.6,69,96,23.795587,86.430879,0
36.0,84.8,283.7,136,91,23.796413,86.430011,2
36.6,74.2,354.5,123,89,23.796312,86.429573,2
38.2,91.0,197.2,118,91,23.796086,86.430462,2
34.7,70.3,69.5,106,94,23.794964,86.430007,1
41.8,78.9,220.8,126,89,23.79475,86.4306,2
29.7,62.5,67.6,91,93,23.794796,86.430912,1
36.3,85.4,216.3,110,90,23.795289,86.429513,2
38.8,76.8,250.8,123,91,23.795619,86.430257,2
40.1,90.3,188.9,121,88,23.79507,86.429644,2
36.0,86.8,334.1,115,89,23.796186,86.430276,2
41.7,85.7,336.6,118,89,23.795699,86.431352,2
29.1,50.7,35.4,73,97,23.79661,86.430044,0
42.9,92.7,514.5,158,84,23.795375,86.430267,3
28.1,49.4,37.4,67,99,23.795157,86.431311,0
26.4,40.5,40.3,70,98,23.795691,86.431094,0
24.4,50.0,28.4,68,97,23.796426,86.429763,0
38.4,85.2,332.5,134,88,23.796058,86.429983,2
40.7,85.4,378.5,138,89,23.795036,86.431259,2
39.3,85.6,247.5,138,89,23.794754,86.43135,2
40.5,82.5,200.6,119,90,23.79578,86.429884,2
25.8,51.6,38.1,65,99,23.795918,86.430822,0
19.5,48.1,14.7,72,99,23.795341,86.43096,0
54.0,92.7,876.3,176,84,23.795792,86.43077,3
35.4,75.2,316.0,137,88,23.795282,86.429949,2
29.1,50.3,13.8,79,97,23.795763,86.430785,0
28.4,53.3,24.4,75,99,23.795969,86.431262,0
49.1,99.8,814.7,164,76,23.795942,86.430615,3
34.6,68.2,112.6,104,94,23.796533,86.4304,1
25.4,47.2,29.7,64,99,23.794923,86.430521,0
22.4,40.7,37.6,71,99,23.79509,86.429905,0
33.4,71.9,95.0,104,93,23.795838,86.429465,1
20.9,50.5,26.5,67,99,23.796195,86.430426,0
24.7,56.3,36.2,87,97,23.79538,86.431142,0
31.1,69.7,65.9,97,94,23.795499,86.429475,1
21.4,49.5,31.9,79,96,23.796341,86.429675,0
35.0,72.5,114.6,107,94,23.795679,86.429931,1
38.0,77.8,381.3,132,89,23.794988,86.429954,2
34.1,65.7,88.3,95,93,23.79617,86.43042,1
36.2,77.7,210.1,126,90,23.795556,86.430868,2
22.9,51.3,18.4,80,98,23.795759,86.430348,0
26.4,56.6,35.5,76,96,23.795705,86.431295,0
26.1,36.2,10.6,87,99,23.796575,86.43086,0
31.5,69.4,133.7,103,94,23.794727,86.431164,1
34.3,61.6,122.4,92,93,23.796667,86.43025,1
38.6,86.2,270.7,118,89,23.795053,86.429914,2
21.6,58.1,29.9,86,97,23.795061,86.4309,0
36.6,73.6,318.5,134,88,23.796042,86.429996,2
41.0,82.2,318.2,114,90,23.796577,86.430958,2
31.3,75.0,118.9,107,93,23.796163,86.430349,1
21.6,51.1,47.5,76,99,23.795352,86.430656,0
33.4,70.5,61.9,108,93,23.795493,86.429581,1
55.2,92.7,747.9,162,76,23.795759,86.430421,3
36.6,87.2,317.3,127,91,23.794903,86.430664,2
39.6,77.4,253.5,135,91,23.79496,86.431218,2
22.4,46.4,39.8,85,97,23.795089,86.431012,0
20.5,51.0,40.7,82,99,23.796346,86.429795,0
25.5,56.0,21.3,75,97,23.795629,86.430795,0
21.1,51.4,42.9,84,97,23.795064,86.430725,0
41.7,85.3,296.5,124,89,23.79606,86.430973,2
35.1,68.0,108.1,92,93,23.795052,86.430414,1
28.1,46.8,30.4,71,96,23.796275,86.430571,0
24.1,48.2,13.0,62,98,23.795084,86.430743,0
39.3,89.6,290.2,124,88,23.795416,86.429781,2
32.7,72.1,114.8,104,93,23.794903,86.430686,1
33.8,62.4,149.5,105,94,23.795946,86.429458,1
51.1,99.4,544.7,169,83,23.796015,86.430692,3
44.5,96.1,971.6,170,76,23.795352,86.431291,3
30.5,66.7,54.4,92,93,23.795109,86.431027,1
22.6,40.2,41.0,89,99,23.796297,86.429675,0
38.2,85.4,345.0,131,89,23.795917,86.430209,2
30.1,40.6,36.9,72,98,23.795674,86.431197,0
23.2,54.4,11.3,63,96,23.795008,86.429876,0
33.3,73.6,94.7,93,93,23.796673,86.429749,1
26.9,46.6,26.0,81,99,23.795479,86.429822,0
31.3,67.8,62.1,94,94,23.79544,86.431148,1
31.8,61.1,54.7,95,94,23.796143,86.430923,1
26.5,45.1,19.6,70,97,23.795133,86.429884,0
36.9,79.7,322.1,117,90,23.795813,86.430094,2
31.7,72.0,103.8,104,93,23.794907,86.430305,1
31.3,65.3,114.0,98,94,23.796648,86.429552,1
37.2,79.1,250.3,115,89,23.79651,86.430513,2
28.2,55.2,29.0,81,98,23.796449,86.430943,0
28.2,57.8,43.0,79,96,23.796133,86.430727,0
32.8,70.9,148.0,92,94,23.795166,86.429988,1
36.0,87.3,277.5,121,88,23.795243,86.431017,2
23.2,43.4,48.6,75,97,23.795291,86.430143,0
28.6,54.0,32.9,87,97,23.796516,86.43077,0
22.8,55.5,40.6,77,98,23.796122,86.429612,0
36.1,80.5,315.7,124,91,23.795411,86.430678,2
25.4,57.7,17.0,73,97,23.795456,86.429409,0
40.7,83.9,390.7,128,88,23.794981,86.429428,2
40.2,84.8,329.4,112,88,23.795128,86.429532,2
22.9,55.8,16.2,67,97,23.79611,86.43016,0
40.2,78.8,198.5,119,88,23.796667,86.429502,2
38.6,75.7,198.4,115,90,23.796559,86.429417,2
28.8,56.6,30.3,66,97,23.795021,86.430698,0
30.2,59.5,19.6,75,99,23.795835,86.431322,0
28.9,55.5,29.6,61,96,23.796377,86.430608,0
21.8,48.2,17.8,64,97,23.794777,86.429849,0
24.5,53.8,24.9,69,98,23.796694,86.431026,0
32.6,60.9,86.3,95,93,23.795075,86.429924,1
41.2,73.7,314.7,119,89,23.795575,86.430583,2
37.1,81.1,191.5,129,88,23.794812,86.429994,2
29.5,67.2,92.4,102,93,23.796534,86.429692,1
28.8,43.2,15.0,71,98,23.795514,86.431192,0
32.7,71.1,83.4,104,93,23.795062,86.430769,1
22.0,40.1,46.5,70,99,23.796024,86.430108,0
23.0,48.7,39.1,79,97,23.795284,86.431004,0
33.3,67.3,102.6,95,93,23.795631,86.429767,1
45.4,87.5,494.9,145,82,23.794913,86.430003,3
28.6,43.0,24.0,61,96,23.7948,86.43054,0
23.7,44.7,17.1,79,99,23.794789,86.430989,0
28.4,52.1,48.4,84,97,23.795394,86.430506,0
33.7,63.5,110.1,101,94,23.795342,86.431153,1
28.7,62.3,71.8,105,93,23.795526,86.431281,1
22.2,52.5,28.2,86,96,23.796182,86.429522,0
19.4,40.2,17.2,65,98,23.796376,86.430672,0
31.3,67.8,147.7,106,94,23.795387,86.430872,1
39.2,78.0,379.8,134,88,23.796105,86.431036,2
38.4,74.7,227.0,126,90,23.796295,86.430088,2
25.1,52.6,46.8,67,99,23.795385,86.4309,0
23.2,39.5,44.1,82,98,23.795475,86.430078,0
22.0,54.5,41.0,62,97,23.795744,86.430098,0
37.9,80.1,370.7,139,89,23.796222,86.429897,2
25.1,58.5,24.2,73,96,23.794706,86.43046,0
43.3,80.3,292.2,130,88,23.7961,86.431233,2
34.3,67.7,112.2,90,94,23.795702,86.430041,1
26.7,44.5,32.7,78,98,23.79475,86.430198,0
32.6,75.6,141.1,102,93,23.795264,86.430203,1
37.3,79.1,237.4,123,90,23.795362,86.429412,2
48.0,93.4,890.0,154,75,23.795162,86.431376,3
36.8,90.2,367.4,115,89,23.796681,86.430485,2
36.1,80.4,363.1,121,89,23.795708,86.429993,2
32.3,60.8,134.7,101,93,23.794974,86.42967,1
23.9,52.9,43.1,68,96,23.79556,86.431173,0
28.5,51.8,35.9,67,96,23.795706,86.429512,0
20.8,41.3,15.1,62,99,23.79606,86.43013,0
22.3,50.6,19.8,61,96,23.795369,86.430257,0
36.1,84.0,354.0,114,90,23.794961,86.430211,2
34.3,62.1,73.0,95,93,23.796175,86.430409,1
39.0,88.9,317.6,133,88,23.795285,86.430947,2
34.3,61.8,53.5,98,93,23.795166,86.431382,1
52.9,94.9,741.6,175,79,23.794871,86.430286,3
28.9,49.2,49.5,71,99,23.795464,86.429902,0
33.2,69.6,89.5,105,93,23.795794,86.430116,1
22.4,53.2,37.8,74,97,23.795515,86.430095,0
40.1,84.8,367.1,138,91,23.796445,86.430677,2
42.1,81.2,393.9,125,91,23.795296,86.430438,2
44.6,97.0,894.3,143,79,23.796119,86.430857,3
28.8,56.0,12.6,79,97,23.795662,86.429836,0
30.8,67.5,132.8,96,93,23.795136,86.431362,1
25.5,50.2,35.6,81,99,23.796314,86.431029,0
34.9,77.7,134.9,102,94,23.796339,86.430463,1
27.2,42.3,48.3,77,97,23.795579,86.430011,0
23.6,53.2,12.8,62,97,23.794792,86.430221,0
41.7,85.0,398.6,129,90,23.795752,86.431354,2
29.1,50.9,34.5,62,97,23.796231,86.430245,0
38.3,75.1,252.4,122,90,23.79499,86.430794,2
34.6,57.8,83.2,100,93,23.794811,86.431341,1
32.7,62.7,139.4,92,94,23.796103,86.430473,1
31.5,63.9,106.1,93,93,23.795333,86.431362,1
37.6,88.6,319.0,115,90,23.796599,86.430054,2
28.5,46.1,32.8,64,99,23.796208,86.430665,0
25.5,51.4,20.4,77,96,23.795832,86.430981,0
27.7,46.9,20.1,75,98,23.795758,86.429937,0
24.3,51.2,22.2,80,97,23.795613,86.43059,0
21.7,42.8,47.0,61,96,23.794845,86.430003,0
19.6,53.8,12.3,61,96,23.795145,86.429991,0
30.7,74.9,79.6,95,94,23.795771,86.429879,1
21.9,56.2,20.3,68,98,23.796216,86.429694,0
40.7,85.1,375.2,117,89,23.796591,86.431358,2
19.6,59.2,47.4,72,98,23.795753,86.429861,0
34.2,70.2,116.3,106,93,23.796368,86.430843,1
21.6,39.8,36.3,64,99,23.796274,86.43018,0
19.0,46.1,28.5,68,96,23.794806,86.430866,0
31.3,61.4,92.2,95,94,23.796047,86.429496,1
31.7,61.0,144.6,91,94,23.795338,86.431276,1
34.1,72.5,110.8,103,94,23.795361,86.42966,1
26.2,43.9,31.4,61,99,23.796329,86.430963,0
25.7,44.6,26.3,79,96,23.795363,86.430973,0
26.4,53.0,41.2,69,98,23.795307,86.430936,0
32.7,69.9,141.6,105,93,23.795169,86.430462,1
23.1,37.2,30.7,88,99,23.794766,86.430406,0
30.3,61.7,55.8,109,93,23.796302,86.431033,1
49.1,91.9,541.0,174,75,23.795561,86.430017,3
21.4,59.7,11.7,89,98,23.796572,86.430885,0
28.9,45.7,26.8,82,98,23.795128,86.430124,0
30.4,59.2,85.1,109,93,23.795703,86.430305,1
32.2,63.1,142.1,101,93,23.794892,86.430705,1
34.8,88.3,273.5,116,88,23.795826,86.430637,2
20.7,51.6,18.5,80,97,23.796296,86.429408,0
31.6,68.3,58.2,105,94,23.796429,86.429641,1
34.7,84.1,226.2,120,89,23.794927,86.429872,2
24.0,52.3,39.7,84,99,23.796675,86.430345,0
22.8,61.6,25.2,69,98,23.796028,86.42955,0
23.1,44.4,39.5,83,97,23.795571,86.429871,0
29.4,70.0,74.7,109,94,23.796006,86.429725,1
38.8,78.4,160.0,123,88,23.795596,86.429559,2
32.5,60.9,97.7,99,93,23.794905,86.429791,1
25.3,38.9,11.0,69,96,23.794895,86.430974,0
23.4,51.8,27.7,84,99,23.795867,86.429964,0
34.6,65.6,113.4,95,94,23.795252,86.430402,1
28.3,42.8,27.8,62,98,23.795369,86.431322,0
25.8,43.8,42.8,84,96,23.796072,86.430729,0
54.7,89.8,978.1,175,73,23.79629,86.430468,3
29.7,41.9,16.8,67,96,23.795146,86.430606,0
29.0,56.9,44.9,67,99,23.795303,86.429542,0
38.9,92.0,285.8,135,91,23.796641,86.430902,2
53.1,94.3,670.0,145,75,23.795714,86.430285,3
23.0,59.4,34.0,87,96,23.794794,86.430648,0
28.0,52.1,11.6,75,98,23.795717,86.430163,0
38.4,77.8,293.3,132,88,23.795662,86.431233,2
23.1,51.9,49.6,62,97,23.794971,86.430214,0
29.6,53.7,13.8,86,98,23.795755,86.430273,0
29.0,54.1,42.3,87,96,23.795774,86.430774,0
23.6,44.0,43.8,72,96,23.795159,86.430397,0
22.2,53.6,14.6,87,97,23.795221,86.429741,0
22.9,50.4,31.9,68,97,23.79624,86.430869,0
41.3,87.5,182.9,124,91,23.7954,86.431374,2
40.2,79.1,224.8,119,88,23.795776,86.429762,2
29.3,53.5,26.4,79,96,23.794903,86.430371,0
55.4,92.5,846.7,147,74,23.796296,86.430764,3
41.0,82.8,180.2,139,89,23.795784,86.431182,2
26.9,44.7,32.8,83,96,23.795048,86.430007,0
40.5,88.3,376.9,135,89,23.794991,86.431249,2
30.2,64.5,102.5,102,94,23.79618,86.430392,1
27.2,42.6,44.2,73,98,23.794911,86.429967,0
29.3,55.0,13.0,81,96,23.795547,86.429572,0
23.7,50.3,24.2,84,97,23.795422,86.431295,0
21.4,45.5,38.1,70,98,23.795281,86.430125,0
31.1,64.7,131.2,90,94,23.795785,86.43076,1
34.0,68.6,96.0,105,94,23.795308,86.430087,1
32.9,72.1,77.4,93,94,23.79564,86.430554,1
28.9,43.4,37.4,70,99,23.795375,86.430712,0
30.4,60.0,125.8,100,94,23.796509,86.430406,1
43.2,95.8,956.2,156,72,23.796415,86.429524,3
22.4,49.8,40.1,75,97,23.79519,86.430598,0
24.7,47.9,40.3,82,96,23.796308,86.430027,0
32.2,65.9,51.4,100,93,23.79667,86.430875,1
31.8,64.5,77.0,107,93,23.795795,86.429626,1
24.6,50.4,49.6,72,96,23.795738,86.429488,0
28.2,51.5,13.5,75,99,23.796482,86.429856,0
48.2,96.8,516.3,154,70,23.795237,86.431352,3
35.4,63.9,126.2,108,94,23.79584,86.429861,1
42.2,82.6,364.9,129,88,23.795072,86.429422,2
38.2,89.4,323.3,129,89,23.794906,86.431184,2
48.6,91.9,902.1,160,72,23.796607,86.430892,3
29.0,54.2,34.1,73,96,23.795541,86.430403,0
29.7,58.4,41.6,69,99,23.795432,86.429651,0
39.9,89.8,319.3,121,89,23.795619,86.43039,2
37.9,73.4,399.3,126,91,23.795148,86.431264,2
39.5,83.0,366.1,113,91,23.795119,86.430044,2
28.3,40.6,39.2,60,99,23.795612,86.430879,0
33.8,70.1,147.3,104,93,23.795126,86.430661,1
32.9,75.9,93.9,99,93,23.796077,86.431349,1
51.9,86.2,461.9,142,70,23.795323,86.430869,3
37.7,76.6,170.3,132,88,23.795271,86.430563,2
34.2,64.1,96.0,100,94,23.796541,86.429594,1
42.2,92.4,955.3,148,77,23.795712,86.430982,3
27.5,44.0,29.6,75,98,23.795511,86.431376,0
34.8,67.1,76.2,99,94,23.795527,86.431352,1
28.4,42.6,35.3,78,97,23.796138,86.430055,0
40.6,86.3,263.9,118,90,23.796612,86.43137,2
27.1,48.2,45.8,72,96,23.7967,86.430087,0
30.8,65.1,68.7,105,94,23.796454,86.431226,1
36.9,79.4,316.9,116,88,23.79522,86.42998,2
23.1,45.6,22.0,72,97,23.795062,86.430004,0
33.1,73.0,129.7,90,93,23.795861,86.429543,1
23.2,57.2,11.0,73,97,23.795709,86.431205,0
22.8,45.8,24.4,84,98,23.796613,86.430588,0
37.9,87.1,180.2,121,91,23.795427,86.429565,2
44.9,94.4,614.4,141,80,23.79559,86.431275,3
45.0,96.2,871.0,142,82,23.796589,86.429445,3
32.2,64.3,123.8,105,94,23.796115,86.429773,1
39.9,80.2,312.7,111,89,23.796513,86.430867,2
23.9,41.6,40.0,71,96,23.795289,86.430419,0
23.6,46.8,48.3,64,99,23.796332,86.431169,0
40.6,83.8,321.5,119,91,23.795542,86.429679,2
20.5,52.8,38.3,60,99,23.79551,86.430153,0
34.7,66.4,60.8,90,93,23.79584,86.429841,1
31.0,69.0,103.8,90,93,23.794907,86.430643,1
38.4,84.7,178.4,133,89,23.795137,86.42966,2
30.8,49.6,10.1,73,98,23.795292,86.430034,0
38.9,88.6,170.1,139,91,23.795151,86.429697,2
29.6,48.7,37.3,74,97,23.795515,86.429717,0
27.9,53.1,15.1,87,96,23.796355,86.431247,0
43.5,82.1,216.5,136,91,23.794757,86.430832,2
25.8,48.3,18.0,84,96,23.795033,86.429406,0
35.4,59.7,123.6,107,93,23.796466,86.429915,1
31.7,58.1,39.0,89,99,23.796078,86.430877,0
50.7,90.8,940.6,178,78,23.795198,86.43125,3
21.1,44.0,25.5,63,96,23.795378,86.431099,0
34.2,63.2,73.0,92,94,23.795897,86.43095,1
22.3,57.4,15.7,77,97,23.79471,86.429514,0
50.4,95.7,471.7,179,74,23.79623,86.430923,3
53.9,90.4,891.8,176,76,23.795434,86.430081,3
37.6,77.2,268.1,132,89,23.796159,86.431137,2
41.1,81.8,317.8,139,89,23.795312,86.430961,2
36.3,79.8,203.8,128,88,23.795582,86.430621,2
22.7,57.9,42.1,60,99,23.795484,86.430546,0
26.4,54.8,18.8,87,98,23.795143,86.430474,0
27.4,45.1,32.5,89,98,23.795642,86.429422,0
35.4,63.5,131.8,107,93,23.795627,86.430919,1
42.3,83.4,268.3,116,90,23.796159,86.429661,2
36.9,85.6,396.4,137,89,23.796053,86.430127,2
33.3,67.3,138.8,95,93,23.794801,86.430853,1
22.4,42.5,12.8,67,99,23.7948,86.431288,0
33.1,59.1,89.8,104,93,23.795039,86.430143,1
24.8,48.9,40.6,60,99,23.796394,86.429522,0
35.1,70.0,102.1,99,94,23.795015,86.430044,1
40.2,85.8,297.0,119,90,23.794751,86.43106,2
22.2,43.4,48.9,75,98,23.794852,86.43123,0
43.4,87.3,866.3,170,70,23.796483,86.430952,3
21.2,54.8,32.2,87,97,23.795132,86.431359,0
29.5,62.6,108.4,107,94,23.795549,86.430215,1
21.7,53.2,18.4,75,98,23.796058,86.431218,0
35.8,74.1,100.2,109,93,23.795898,86.430195,1
55.0,93.1,566.2,161,86,23.795494,86.429908,3
36.4,69.7,81.0,106,94,23.796222,86.429441,1
33.5,78.6,80.7,99,94,23.796137,86.430175,1
49.7,95.7,694.7,154,78,23.796467,86.430762,3
38.1,76.4,261.9,116,89,23.796155,86.431102,2
23.1,53.9,16.9,81,99,23.796188,86.430026,0
40.1,85.7,196.7,123,91,23.795849,86.430316,2
46.7,91.0,607.1,140,85,23.794703,86.43048,3
34.1,71.1,80.9,102,93,23.795479,86.431207,1
27.8,43.7,17.2,81,96,23.795366,86.431347,0
34.1,66.2,136.9,102,94,23.79657,86.429638,1
33.9,62.3,83.6,93,94,23.795887,86.431159,1
19.9,56.4,10.4,77,99,23.794929,86.429562,0
33.7,73.9,74.5,99,93,23.795719,86.430699,1
33.8,67.2,102.7,100,93,23.794733,86.429663,1
22.7,51.0,19.4,70,96,23.796547,86.430114,0
26.3,52.2,43.3,72,96,23.795759,86.430742,0
37.1,85.6,274.7,122,91,23.79666,86.430437,2
35.1,60.1,84.4,105,94,23.795166,86.430088,1
27.3,50.0,18.0,71,97,23.794835,86.429406,0
29.6,45.4,35.0,82,97,23.796654,86.431396,0
43.4,93.9,531.3,156,71,23.794763,86.42973,3
42.6,91.3,459.7,164,83,23.795661,86.42993,3
35.9,93.4,332.9,136,91,23.79478,86.429813,2
27.6,52.5,21.3,82,98,23.795558,86.430565,0
52.3,100.1,876.1,155,80,23.796313,86.430712,3
22.5,49.8,23.5,86,98,23.796001,86.431275,0
34.7,83.1,194.3,110,91,23.796257,86.429468,2
36.2,63.8,55.1,103,93,23.795702,86.430022,1
22.7,56.0,45.9,62,96,23.795096,86.42976,0
30.9,54.4,48.0,78,98,23.795281,86.429949,0
26.4,57.2,20.1,75,96,23.796221,86.429579,0
30.2,68.3,106.1,102,93,23.795612,86.430474,1
54.4,93.4,483.9,178,76,23.795185,86.431025,3
34.6,67.5,145.8,95,93,23.795342,86.429655,1
33.5,68.1,94.5,102,94,23.796424,86.431251,1
40.8,80.2,157.8,113,89,23.796553,86.430124,2
35.5,84.0,279.5,129,88,23.795725,86.430983,2
21.3,55.2,23.2,83,99,23.79564,86.429412,0
33.4,63.3,58.8,102,94,23.794716,86.430922,1
24.2,55.8,37.7,78,99,23.796544,86.429836,0
27.9,52.7,22.3,89,96,23.796521,86.430907,0
27.8,40.9,13.2,63,96,23.795895,86.430548,0
33.0,76.6,125.7,100,94,23.795551,86.431034,1
36.6,79.7,390.6,129,88,23.795651,86.430053,2
45.4,93.3,495.3,179,79,23.795833,86.430358,3
49.2,99.3,625.3,160,82,23.795277,86.43025,3
37.3,83.4,373.7,111,91,23.795416,86.430279,2
24.2,45.2,45.8,72,99,23.795377,86.431205,0
38.2,88.2,274.6,134,88,23.796699,86.43107,2
33.1,71.5,102.9,107,93,23.796522,86.431329,1
26.6,46.0,39.0,67,98,23.795752,86.431157,0
38.9,81.2,393.8,124,91,23.795119,86.430589,2
46.2,93.6,957.9,174,79,23.796153,86.431172,3
24.7,56.4,47.2,69,99,23.796456,86.430794,0
31.9,74.1,103.2,105,94,23.795357,86.430206,1
32.3,64.2,110.7,98,94,23.79628,86.430206,1
30.5,52.3,41.2,87,98,23.795133,86.430484,0
24.6,60.4,19.9,81,98,23.795297,86.430057,0
26.7,58.1,11.8,61,96,23.79501,86.430152,0
28.0,43.4,22.0,67,98,23.795023,86.430522,0
28.8,53.9,32.3,74,99,23.794986,86.429468,0
28.9,52.7,26.2,77,98,23.796516,86.430007,0
23.5,53.2,19.3,65,99,23.795013,86.430155,0
32.1,58.6,68.2,108,94,23.795484,86.430272,1
20.5,42.7,25.3,68,97,23.794976,86.430553,0
32.3,58.4,64.2,104,94,23.796626,86.430278,1
18.2,49.4,15.2,82,98,23.795917,86.429961,0
28.6,57.3,29.8,70,98,23.796463,86.429562,0
24.1,52.1,17.6,88,98,23.796266,86.429855,0
23.8,52.8,30.9,82,98,23.795571,86.431082,0
50.9,89.4,983.7,165,71,23.796192,86.431143,3
34.4,64.4,75.3,97,93,23.795832,86.430858,1
32.3,70.0,127.1,95,94,23.795884,86.429426,1
23.0,40.5,40.2,82,98,23.796484,86.430857,0
34.2,69.0,70.2,106,94,23.795346,86.429475,1
31.0,69.0,116.5,104,93,23.794764,86.431048,1
27.4,46.6,18.5,60,97,23.796271,86.430457,0
34.9,62.5,70.0,100,94,23.795815,86.430963,1
37.5,84.0,224.7,134,90,23.79493,86.430313,2
31.5,68.7,110.3,94,94,23.795132,86.430488,1
31.3,74.8,124.8,104,94,23.796588,86.429924,1
36.7,81.6,223.6,114,90,23.796497,86.430193,2
34.5,62.8,72.4,101,94,23.795176,86.429913,1
24.4,55.2,14.2,80,99,23.796404,86.43084,0
45.6,92.8,714.3,153,82,23.79532,86.43115,3
23.6,42.3,35.4,73,99,23.795497,86.430275,0
28.1,50.4,34.2,79,99,23.794811,86.430355,0
33.7,67.0,65.6,94,94,23.795483,86.430721,1
46.5,104.8,844.6,170,72,23.795425,86.431007,3
37.2,78.6,299.6,121,91,23.795723,86.429651,2
41.5,82.2,374.3,139,91,23.795661,86.430665,2
28.0,46.5,17.7,77,96,23.79506,86.430329,0
45.6,90.0,473.7,141,85,23.795995,86.431198,3
28.8,65.7,54.2,90,94,23.795547,86.430364,1
37.9,86.9,234.1,111,88,23.796036,86.430412,2
24.8,50.9,10.5,81,97,23.794992,86.43129,0
27.2,45.4,40.4,67,98,23.79619,86.431176,0
31.0,60.3,65.6,95,94,23.795313,86.430884,1
24.0,58.4,45.8,71,97,23.796028,86.431205,0
32.5,62.2,67.2,106,94,23.795143,86.43134,1
49.4,93.5,626.4,148,72,23.795452,86.429855,3
28.6,43.3,22.8,60,97,23.79514,86.430231,0
32.9,71.3,65.4,103,94,23.796064,86.429597,1
32.7,69.8,78.9,94,94,23.79668,86.431075,1
31.8,72.1,99.2,98,94,23.795127,86.429841,1
25.4,39.8,44.3,73,99,23.794969,86.430994,0
21.9,49.3,34.9,74,99,23.795335,86.429582,0
35.0,73.3,88.0,92,93,23.794838,86.430471,1
30.1,59.0,34.3,73,99,23.79622,86.429467,0
30.0,74.8,64.9,103,93,23.795443,86.429628,1
27.5,50.8,38.8,62,97,23.795892,86.430104,0
42.8,91.9,815.1,175,85,23.795508,86.43104,3
30.1,68.2,116.4,107,93,23.796364,86.429996,1
31.3,64.6,132.8,108,94,23.795938,86.429767,1
40.3,83.5,322.3,130,89,23.7956,86.430182,2
38.5,87.1,188.9,125,88,23.795507,86.430897,2
27.6,60.6,42.5,60,97,23.794991,86.430245,0
36.6,91.8,397.4,119,91,23.795888,86.429719,2
35.5,69.0,116.5,98,94,23.795671,86.43044,1
36.4,86.8,286.0,114,90,23.794709,86.43067,2
31.5,68.7,86.5,91,93,23.794765,86.431171,1
35.5,62.3,55.0,94,93,23.795367,86.429797,1
20.2,57.9,28.0,80,97,23.7961,86.42975,0
21.5,57.1,49.9,65,99,23.796493,86.43102,0
41.8,89.3,336.0,116,91,23.796167,86.430816,2
41.7,85.1,365.2,130,88,23.794796,86.430816,2
32.4,63.1,56.7,102,93,23.795478,86.429977,1
24.0,51.7,37.4,63,97,23.79545,86.430104,0
32.4,63.6,118.8,96,94,23.795094,86.431242,1
41.8,87.1,371.1,131,90,23.794793,86.430168,2
32.1,73.0,70.9,106,94,23.794989,86.430263,1
23.5,43.3,27.2,83,97,23.796159,86.430399,0
28.2,39.4,41.9,74,99,23.794886,86.43047,0
26.4,50.8,34.4,65,96,23.796043,86.431119,0
38.3,84.0,200.0,129,90,23.79626,86.430399,2
30.0,53.4,14.1,89,97,23.796049,86.430265,0
28.8,52.0,45.2,87,97,23.795228,86.430839,0
36.6,80.9,242.1,114,88,23.79548,86.430933,2
30.8,52.0,46.2,84,97,23.796452,86.429477,0
28.0,41.7,46.7,82,97,23.796072,86.430456,0
52.1,95.0,401.4,179,70,23.796314,86.42985,3
38.0,82.8,375.9,124,89,23.795444,86.430992,2
26.3,58.4,39.2,63,98,23.795997,86.430859,0
35.6,85.2,187.9,113,91,23.795712,86.430739,2
28.4,54.8,39.0,83,99,23.795334,86.429603,0
34.8,73.8,105.8,103,93,23.79591,86.430553,1
49.0,95.0,913.1,159,82,23.795892,86.43116,3
28.3,56.7,21.8,61,99,23.795905,86.429623,0
28.5,64.7,122.3,103,93,23.794792,86.430714,1
37.5,81.9,338.7,132,91,23.796264,86.431376,2
39.8,84.3,181.4,112,89,23.795503,86.430234,2
30.0,64.4,98.4,96,94,23.796017,86.431025,1
25.9,46.1,42.7,80,96,23.795207,86.431058,0
48.5,95.8,599.7,155,78,23.796614,86.42985,3
26.5,49.9,15.8,68,97,23.796398,86.430729,0
27.6,39.6,33.1,77,98,23.795269,86.429598,0
27.2,60.1,14.3,83,96,23.795704,86.429975,0
37.8,87.7,153.8,135,89,23.795451,86.430451,2
24.3,50.7,15.2,77,97,23.796378,86.429875,0
30.3,76.8,122.4,90,94,23.795551,86.430304,1
32.8,76.8,75.7,103,93,23.795648,86.431221,1
33.0,65.1,63.2,93,94,23.796344,86.430666,1
33.8,74.4,119.4,107,93,23.79604,86.430245,1
23.4,56.5,45.0,81,96,23.794891,86.430983,0
37.8,80.8,319.3,113,89,23.795811,86.430636,2
22.7,51.2,41.6,63,96,23.795724,86.430893,0
24.4,48.7,37.8,83,96,23.795467,86.431023,0
49.0,91.8,457.2,166,79,23.796047,86.4312,3
24.0,57.0,16.3,74,96,23.796592,86.430314,0
27.6,54.3,20.0,71,98,23.795058,86.429402,0
37.5,83.1,296.1,116,90,23.796573,86.431397,2
42.9,85.6,290.0,130,89,23.79537,86.429733,2
39.7,83.8,269.9,126,91,23.795158,86.42965,2
33.9,74.6,60.7,96,93,23.795384,86.430457,1
31.4,67.3,113.9,106,94,23.796109,86.430141,1
